dataset,id1,id2,label,vmScore,nmScore
tv_and_film,infobox television||11934006||140362119-0||country,infobox television||1400303||246319933-0||country,false,0.1141840668355315,0.0
tv_and_film,infobox television||45328501||646009428-0||num_seasons,infobox television||46847553||664068531-0||num_seasons,false,0.13647664164067613,0.0
tv_and_film,infobox television||45412955||647320305-0||num_seasons,infobox television||48497400||689648914-0||num_seasons,false,0.09827526832617497,0.0
tv_and_film,infobox television||20567239||256208270-0||country,infobox television||22818627||290222042-0||country,false,0.1273785028997147,0.0
tv_and_film,infobox actor||159370||65280070-0||birth_place_🔗_extractedLink1,infobox actor||4322791||77900518-0||birth_place_🔗_extractedLink1,false,0.13514200289306888,0.06427004849684644
tv_and_film,infobox tv channel||19541961||301005232-0||sat chan 1,infobox tv channel||23536647||300994387-0||sat chan 1,false,0.43067655807339306,0.0
tv_and_film,infobox television||46650598||661478806-0||num_episodes,infobox television||48412161||688192945-0||num_episodes,false,0.23347429626311364,0.0
tv_and_film,infobox television episode||2550991||21943516-0||series,infobox television episode||7957685||15737496-0||series,true,0.08052067784818069,0.16697843406303717
tv_and_film,infobox film||30748966||412001155-0||cinematography,infobox film||6631824||452680304-0||cinematography,false,0.5456805377822072,0.0
tv_and_film,infobox television episode||17114960||224036703-0||series,infobox television episode||4101330||223964972-0||series,true,0.19267245137300035,0.0
tv_and_film,infobox television||38294174||534265642-0||num_seasons,infobox television||38800836||543805664-0||num_series,false,0.09827526832617497,0.0
tv_and_film,infobox film||8055976||104325225-0||runtime,infobox_movie||77223||29794925-0||runtime,false,0.10764240810234528,0.0
tv_and_film,infobox character||25522499||675261998-27||first,infobox character||25522499||675261998-27||first,true,1.0,3.430676558073393
tv_and_film,infobox film||23740170||304113557-0||country,infobox film||6267056||393839247-0||country,false,0.1273785028997147,0.0
tv_and_film,infobox film||26990325||356631985-0||runtime,infobox film||27452402||363785413-0||runtime,false,0.2482999228566201,0.0
tv_and_film,infobox film||19492338||241298795-0||director_🔗_extractedLink0,infobox film||19511373||241589703-0||director_🔗_extractedLink0,true,0.2153712949227507,0.0
tv_and_film,infobox television episode||2550090||21935282-0||series,infobox television episode||7938703||15013948-0||series,true,0.08052067784818069,0.16697843406303717
tv_and_film,infobox film||28262224||377218598-0||country,infobox film||390867||39743401-0||country,false,0.1013328123881127,0.0
tv_and_film,infobox tv channel||5507499||57897868-0||sister names_🔗_extractedLink7,infobox tv channel||6039968||64818931-0||sister names_🔗_extractedLink7,true,0.3269225798729246,0.43599385553034564
tv_and_film,infobox television||22767949||301938250-0||country_🔗_extractedLink0,infobox television||612940||252094014-0||country_🔗_extractedLink0,true,0.24255356086412622,0.0
tv_and_film,infobox film||14467499||174366726-0||country,infobox film||31912076||431295345-0||country,false,0.1350391359451547,0.0
tv_and_film,infobox film||39196549||551799786-0||starring_🔗_extractedLink1,infobox film||39196549||551799786-0||starring_🔗_extractedLink5,false,0.25255988830763715,3.2882871606890642
tv_and_film,infobox actor||30636320||410129662-0||birth_place_🔗_extractedLink1,infobox actor||4808226||76190115-0||birth_place_🔗_extractedLink1,false,0.18287644904179398,0.06427004849684644
tv_and_film,infobox television episode||2353745||20042669-0||series,infobox television episode||744960||18608108-0||series,true,0.08052067784818069,0.16697843406303717
tv_and_film,infobox television||46272585||654243091-0||num_episodes,infobox television||47170208||670238414-0||num_seasons,false,0.11060622398387421,0.0
tv_and_film,infobox television||46650598||661478806-0||num_episodes,infobox television||48709710||693446881-0||num_episodes,false,0.18126822462740236,0.0
tv_and_film,infobox television||43371594||619271153-0||num_seasons,infobox television||46650598||661478806-0||num_episodes,false,0.09827526832617497,0.06427004849684644
tv_and_film,infobox television episode||13489531||176352298-0||episode list,infobox television episode||22478859||284813936-0||episode list,true,0.193626744700308,0.0
tv_and_film,infobox film||48173235||685263891-0||released,infobox film||50025734||713262314-0||released,false,0.18766734528543494,0.0
tv_and_film,infobox television||33547396||457664588-0||location,infobox television||34354952||470921046-0||location,false,0.18070977298744328,0.0
tv_and_film,infobox television||38800836||543805664-0||num_series,infobox television||39949337||564124859-0||num_seasons,false,0.09827526832617497,0.0
tv_and_film,infobox television episode||2353698||20042175-0||series_🔗_extractedLink0,infobox television episode||2564637||22063879-0||series_🔗_extractedLink0,true,0.16697843406303717,0.08052067784818069
tv_and_film,infobox television episode||7957666||15013946-0||series,infobox television episode||903431||15737543-0||series,true,0.08052067784818069,0.16697843406303717
tv_and_film,infobox television||39466480||674421503-0||num_seasons,infobox television||48822450||695297910-0||num_episodes,false,0.09827526832617497,0.06427004849684644
tv_and_film,infobox television||1886575||119965893-0||network_🔗_extractedLink0,infobox television||1887496||119961866-0||network_🔗_extractedLink0,true,0.33313247262333223,0.0
tv_and_film,infobox television episode||13749007||213268673-0||series,infobox television episode||4076936||228719301-0||series,true,0.19267245137300035,0.0
tv_and_film,infobox actor||1899315||217477871-0||birth_place,infobox actor||5343976||325854744-0||birth_place,false,0.1928604584078268,0.0
tv_and_film,infobox film||42234012||600999234-0||language,infobox film||46387309||656096594-0||language,false,0.13375896979426888,0.0
tv_and_film,infobox television episode||2298969||19504757-0||series,infobox television episode||2441608||20895443-0||series,false,0.08052067784818069,0.16697843406303717
tv_and_film,infobox television episode||7957691||15023882-0||series_🔗_extractedLink0,infobox television episode||821181||15737426-0||series_🔗_extractedLink0,true,0.16697843406303717,0.08052067784818069
tv_and_film,infobox television||1259273||57823212-0||num_seasons,infobox television||35653588||554677893-0||num_seasons,false,0.10306400368851545,0.0
tv_and_film,infobox character||25522499||675261998-27||first,infobox character||25522499||675261998-27||first,true,1.0,3.430676558073393
tv_and_film,infobox film||14176750||170572566-0||language,infobox film||15929083||193701010-0||language,false,0.15935877580091828,0.0
tv_and_film,infobox film||1068884||77838869-0||country,infobox film||23496798||300375785-0||country,false,0.11670431760145653,0.0
tv_and_film,infobox actor||2347275||76217788-0||children,infobox television||43455319||619548808-0||num_seasons,false,0.09827526832617497,0.0
tv_and_film,infobox television||35568995||488419486-0||num_seasons,infobox television||39117119||550460733-0||num_seasons,false,0.09827526832617497,0.0
tv_and_film,infobox tv channel||32809969||445836325-0||sister names_🔗_extractedLink3,infobox tv channel||6160796||66405335-0||sister names_🔗_extractedLink3,false,0.28926831111146456,0.11049908675661897
tv_and_film,infobox television episode||3553870||615984005-0||season,infobox television||30017130||401919950-0||num_seasons,false,0.09827526832617497,0.0
tv_and_film,infobox television||35011562||480945120-0||num_seasons,infobox television||37655465||523241271-0||num_seasons,false,0.14913320037897915,0.06427004849684644
tv_and_film,infobox television||2353884||157691827-0||country,infobox_film||24319174||313375649-0||country,false,0.1273785028997147,0.0
tv_and_film,infobox film||46585079||660361714-0||distributor_🔗_extractedLink0,infobox film||46754025||632178099-0||distributor_🔗_extractedLink0,false,0.13233526744289348,0.0
tv_and_film,infobox television episode||2024497||15017389-0||series_🔗_extractedLink0,infobox television episode||7957682||15016823-0||series_🔗_extractedLink0,true,0.16697843406303717,0.08052067784818069
tv_and_film,infobox film||27617416||366321029-0||country,infobox film||4003514||38784397-0||country,false,0.1350391359451547,0.0
tv_and_film,infobox film||15348996||185930765-0||language,infobox film||667194||44267148-0||language,false,0.10709971834741946,0.0
tv_and_film,infobox actor||645289||96651072-0||children,infobox television||38348785||541720219-0||num_series,false,0.09827526832617497,0.0
tv_and_film,infobox television||43958486||637924650-0||num_seasons,infobox television||46656146||661562530-0||num_episodes,false,0.09827526832617497,0.0
tv_and_film,infobox television||1809083||89856633-0||country,infobox television||919071||184182707-0||country,false,0.10472612202309538,0.0
tv_and_film,infobox television||40931175||579476830-0||num_seasons,infobox television||41577351||589648303-0||num_seasons,false,0.09827526832617497,0.0
tv_and_film,infobox film||34501652||473301194-0||country,infobox film||38490325||537762002-0||country,false,0.11483516928897261,0.0
tv_and_film,infobox film||13998597||171273226-0||country,infobox_movie||52390||12625620-0||country,false,0.11670431760145653,0.0
tv_and_film,infobox tv channel||10429859||197369590-0||share as of,infobox tv channel||6374794||139964957-0||share as of,false,0.29930030379278766,0.0
tv_and_film,infobox film||46773587||663555290-0||country,infobox film||48654703||693983998-0||country,false,0.11483516928897261,0.0
